address,name,online_order,book_table,rating,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost,type
"F 7, Ranka Villa, Opposite Kalyani Motors, Bilekahalli Main Road, Bannerghatta Road, Bangalore",Shuddh Desi Khana,Yes,No,4.0,597,080 49653152,Bannerghatta Road,Quick Bites,"Paratha, Chicken Kebab, Biryani, Lassi, Butter Chicken, Veg Kolhapuri, Pahari Chicken",North Indian,400,Delivery
"634, 13th Cross, Near Delmia Circle, JP Nagar, Bangalore",Jaganath Hotel and Restaurant,Yes,No,3.6,35,080 49652549,JP Nagar,Quick Bites,NA,"North Indian, Chinese",200,Delivery
"43, Ground Floor, R R Commercial Complex, SY 316/1, Begur Hulimavu Road, Begur Hobli, Bannerghatta Road, Bangalore",Five Star Chicken,Yes,No,3.5,9,+91 7738682316,Bannerghatta Road,Quick Bites,NA,"Fast Food, Beverages",250,Delivery
"749, 7th Cross 14th Main, 2nd Stage, BTM, Bangalore",Aramane Donne Biriyani,Yes,No,3.9,189,"+91 7411877401
+91 7829588445",BTM,Quick Bites,"Egg Biryani, Donne Biryani","Biryani, Fast Food",300,NA
"471, Kothanur Dinne Main Road, 1st Floor, RBI Layout, 7th Phase, JP Nagar, Bangalore",Mani's Dum Biryani,Yes,No,4.2,373,+91 9606441698,JP Nagar,Casual Dining,"Paneer Biryani, Raita, Gulab Jamun, Vegetable Biryani, Dum Biryani, Chicken Boneless Biryani, Chicken Kebab Biryani","Biryani, Kebab",750,Delivery
"19 D Cross, 7th Main, BTM, Bangalore",Amontron,Yes,No,3.9,435,+91 9742326196,BTM,Casual Dining,"Katla Kalia, Basanti Pulao, Biryani, Aloo Posto, Mutton Kosha, Ilish, Mutton Dak Bunglow",Bengali,650,Delivery
"958/60/A2A, Opposite BGS School, Hulimavu, Bannerghatta Road, Bangalore",A M Biryani Hotel,Yes,No,3.3,6,+91 8294750933,Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese, Biryani, Fast Food",300,Delivery
"1st Floor, BTM Complex, 9th Main Road, 1st Stage, BTM, Bangalore",Birinz,Yes,No,4.1,292,"+91 8197022223
+91 9141111222",BTM,Casual Dining,"Chicken Boneless Biryani, Hyderabadi Biryani, Egg Chilli, Tomato Soup, Mutton Biryani, Butter Chicken Biryani, Paneer Biryani","Biryani, Chinese, Mughlai, Fast Food, Kebab",700,NA
"Survey # 81/4A, Cave Temple Road, Opposite Meenakshi Mall, Bannerghatta Road, Bangalore",Just Shawarma,Yes,No,3.6,137,+91 7676764422,Bannerghatta Road,Quick Bites,"Fries, Whole Meat Shawarma",Arabian,300,Delivery
"633/B555, Panduranga Nagar, Near Arekere Gate, Bannerghatta Road, Bangalore",Hyderabadi Bawarchi,Yes,No,3.2,133,"+91 7829488222
+91 7829588222",Bannerghatta Road,Casual Dining,"Raita, Vegetable Biryani, Hyderabadi Biryani, Chicken Curry, Chicken Biryani","North Indian, Chinese, Biryani",500,NA
"1260 SY 35/4 SJR Tower's, 24th Main Puttanhalli, 7th Phase, JP Nagar, Bangalore",Fish Chain,Yes,No,3.9,37,+91 7676564444,JP Nagar,"Takeaway, Delivery",Fish Curry,"Seafood, BBQ, Biryani",250,Delivery
"25, 9th Cross, 34th Main, ITI Layout, 1st Phase, JP Nagar, Bangalore",Prasiddhi Food Corner,Yes,No,3.7,170,"+91 9448473299
+91 9900330039",JP Nagar,Quick Bites,Coffee,"Fast Food, North Indian, South Indian",200,Delivery
"39, 3rd A Cross, 25th Main, BTM Layout, 2nd Stage, Roopa Nagar, Rashtrakavi Kuvempu Nagar, Bangalore",Biriyani Bhatti,Yes,No,3.7,21,"+91 7406333022
+91 7406333044",BTM,Quick Bites,NA,"Chinese, Hyderabadi, North Indian",400,Delivery
"Arakere Gate, Next to HSBC, Opposite Reliance Mart, Bannerghatta Road, Bangalore",Hyderabad Biryaani House,Yes,No,3.6,794,"+91 9845699901
+91 9986438789",Bannerghatta Road,Casual Dining,"Hyderabadi Biryani, Chicken Biryani, Raita, Mutton Biryani, Vegetable Biryani, Butter Chicken, Basmati Rice","Biryani, North Indian, Chinese",550,Delivery
"Vega City Mall, 3rd Floor, Bannerghatta Road, Bangalore",Galito's,Yes,No,4.6,404,+91 8067922374,Bannerghatta Road,Casual Dining,"Chicken Grill, Garlic Bread, Mocktails, Burgers, Fries, Salads, Pudding","African, Burger",1000,NA
"16th Main, BTM, Bangalore",C. K. Mega Hot Food,Yes,No,3.9,100,080 45128753,BTM,Casual Dining,NA,"Chinese, Momos",600,Delivery
"283/1, 3rd Cross, JP Nagar 3rd phase,next to mini Forrest, Bangalore",Lassi Shop,Yes,No,3.9,38,NA,JP Nagar,Beverage Shop,NA,"Beverages, Ice Cream, Fast Food",300,Delivery
"2nd Main Road, SR Compound, Arekere Mico Layout, South City, Bannerghatta Road, Bangalore",Red Chilli Restaurant,Yes,No,3.2,93,"+91 8197554395
+91 9206644609",Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese",350,Delivery
"479/496/A, 2nd Block, BTM 6th Stage,Arekere, BTM, Bangalore",RSS Donne Biryani,Yes,No,3.3,58,+91 9632533577,BTM,Quick Bites,NA,Biryani,300,Delivery
"3rd Floor, Royal Meenakshi Mall, Bannerghatta Road, Bangalore",Rajdhani Thali Restaurant,Yes,Yes,3.9,561,"080 67080088
080 67080099",Bannerghatta Road,Casual Dining,"Mango Lassi, Dhokla, Khichda, Kesaria Lassi, Rajdhani Thali, Rabri, Buttermilk",North Indian,900,Delivery
"240, 7th cross, 1st Main, Mico Layout, Opposite Sate Bank of India, 2nd Stage, BTM Bangalore",PHEW (Play Hard Eat Wild),Yes,Yes,3.9,486,+91 9365075799,BTM,Cafe,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings","Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700,Delivery
"98/3, Near Food World, Gottigere, Bannerghatta Road, Bangalore",New Kabab Zone,Yes,No,3.6,102,"+91 8861746555
+91 8861461555",Bannerghatta Road,Quick Bites,NA,"North Indian, Chinese, Biryani, Rolls",500,NA
"Near Decathlon, Meenakshi Layout, Bannerghatta Road, Bangalore",Bawarchi Paradise,Yes,No,3.5,89,"+91 9611906084
+91 7892641715",Bannerghatta Road,Quick Bites,NA,"North Indian, Biryani",500,Delivery
"N Pramil & Amith Complex, Rajiv Gandhi Road, Jaraganahalli, Kanakapura Road, Bangalore",Shree Udupi Grand,Yes,No,3.5,17,+91 9986532707,Kanakapura Road,Casual Dining,NA,"South Indian, Chinese, North Indian",450,Delivery
"13, Opposite Auchan Hyper Market, Bannerghatta Road, Bangalore",Chicken County Grand,Yes,No,3.9,320,"080 26533377
080 26533378",Bannerghatta Road,Casual Dining,"Chicken Grill, Fish, Shawarma, Rolls, Tandoori Chicken, Hyderabadi Chicken, Chicken Roll","North Indian, Chinese",650,Delivery
"10, Ground Floor, 24th Main, Ayodhya Nagar, 5th Phase, JP Nagar, Bangalore",Roll Over,Yes,No,4.1,237,"+91 9901999868
+91 9986034959",JP Nagar,Dessert Parlor,"Rolls, Ice Cream Roll, Fries, Chocolate Icecreams, Banana Nutella, Chocolate Ball, Waffles","Desserts, Ice Cream, Beverages, Fast Food, Sandwich",500,Delivery
"Near AECS Maruthi Dental College, Doddakammanahalli, Bannergatta Road, Bangalore",Darjeeling Momos & Fast Food Center,Yes,No,3.8,37,+91 8050614733,Bannerghatta Road,Quick Bites,NA,"Fast Food, Momos",250,Delivery
"25th Main, 2nd Stage, BTM, Bangalore",Veruthe Oru Thattukada,Yes,No,3.7,27,"+91 9620033223
+91 9820133223",BTM,Quick Bites,NA,"Kerala, South Indian",400,Delivery
"10, Near Maruti Sagar Automobiles, Bhavani Layout, Bannerghatta Road, Bangalore",Savoury - Sea Shell Restaurant,Yes,Yes,3.9,1227,"080 49994999
080 65555988",Bannerghatta Road,Casual Dining,"Shawarma, Biryani, Chicken Grill, Rolls, Tomato Soup, Haleem, Sea Food","Arabian, North Indian, Chinese, Seafood, Biryani, Rolls, Beverages",900,Delivery
"1, 7th Main Rd, NS Palya, Stage 2, BTM 2nd Stage, Bengaluru, Karnataka",Warm Oven,Yes,No,3.9,32,"+91 8880233233
+91 8197170008",BTM,Bakery,NA,"Bakery, Desserts",500,Delivery
"161 A, First Floor, Vinayaka Nagar, Bannerghatta Road, Bangalore",Firangi Bake,Yes,No,4.0,95,+91 7710090007,Bannerghatta Road,Delivery,Lasagne,"Mexican, Italian",600,Delivery
"176, 1st Floor, Above Vodafone Store, Opposite Brand Factory, Bannerghatta Road, Bangalore",Kundana,Yes,No,3.7,110,080 49652729,Bannerghatta Road,Casual Dining,"Lemon Chicken, Chicken Dum Biryani, Mutton Biryani","Andhra, Biryani",800,Delivery
"Shop E 1 / 146, G P Rajarantham Road, BTS Layout, Arekere Near Goverenment Hospital, Bannerghatta Road, Bangalore",Food Ka Masti,Yes,No,3.2,45,"+91 7204465674
+91 7899988283",Bannerghatta Road,Delivery,NA,"North Indian, Chinese, South Indian",400,Delivery
"688, Opposite IWWA Party Hall, 7th Main, BTM, Bangalore",The Shawarma Shop,Yes,No,4.1,381,+91 9343665007,BTM,Quick Bites,"Rumali Roti, Rumali Shawarma, Burgers, Shawarma Burger",Arabian,250,Delivery
"1058, Sobha Arcade, Bilekahalli, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Momo Junction,Yes,No,3.8,87,+91 9980915515,Bannerghatta Road,"Takeaway, Delivery",NA,"Fast Food, Momos",100,Delivery
"Opposite IIMB, Krishnaraju Layout, Sundar Ram Shetty Nagar, Bilekahalli Bannerghatta Road, Bangalore",Antilla Aromas,Yes,No,3.7,18,+91 8197777444,Bannerghatta Road,Dessert Parlor,NA,"Desserts, Ice Cream",300,Delivery
"Shop 161,161A,166, First Floor, Vinayaka Nagar, Bannerghatta Road, Bangalore",Faasos,Yes,No,3.9,251,+91 7700020020,Bannerghatta Road,Delivery,"Rolls, Sabudana Vada, Veggie Wrap, Chicken Wrap, Dal Makhani, Paneer Wrap, Meat Balls","North Indian, Biryani, Fast Food",500,Delivery
"44/1, Opposite Brigade Millennium, Kothanur Dene Main Road, JP Nagar, Bangalore",Punjabi Food Corner,Yes,No,3.0,353,"080 26850061
+91 9611826251",JP Nagar,Quick Bites,"Kheer, Lassi, Paratha, Amritsari Kulcha, Dal Makhani, Chole Bhature, Aloo Kulcha","North Indian, Chinese, Street Food",400,Delivery
"175-176, Dollars Colony, Phase 4, JP Nagar, Bangalore",Mealer.in,Yes,No,4.0,205,"080 48542046
+91 9513771133",JP Nagar,Delivery,"Rajma, Dal Makhani, Kadhi Chawal, Dal Tadka","North Indian, Biryani",450,Delivery
"16th Main, 2nd Stage, BTM, Bangalore",Pathaan Sir,Yes,No,3.9,183,080 42244044,BTM,Quick Bites,"Rolls, Momos, Paratha, Chicken Tikka Roll, Mutton Keema, Egg Roll","Fast Food, Rolls, Momos",250,Delivery
"3, Third Floor, Vega City Mall, Bannerghatta Road, Bangalore",Cold Stone Creamery,Yes,No,3.9,99,080 67922488,Bannerghatta Road,Dessert Parlor,"Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie","Ice Cream, Desserts",400,Delivery
"24, Shop 2, Ground Floor, 3rd B Cross Road, 18th Main Road, Roopa Nagar, 2nd stage BTM, Bangalore",Hari Super Sandwich,Yes,No,3.9,13,+91 9901475841,BTM,Quick Bites,NA,"Sandwich, Fast Food",100,Delivery
"123, 24th Main, Opposite Royal High School, 5th Phase, JP Nagar, Bangalore",Amritsari Kulcha Land,Yes,No,4.1,260,"+91 8884449474
+91 7986965273",JP Nagar,Quick Bites,"Lassi, Amritsari Kulcha, Punjabi Kulcha, Paneer Kulcha, Punjabi Chole, Aloo Kulcha, Paratha",North Indian,300,Delivery
"22, B.H.B.C.S Layout, Opposite Infosys, 2nd Stage, BTM, Bangalore",Chokha Chowka,Yes,No,3.9,355,"+91 8045128659
+91 7204304000",BTM,Quick Bites,"Chaat, Samosa, Thali, Sweet Lassi, Biryani, Egg Roll, Masala Paneer","North Indian, Chinese",400,Delivery
"725,16th Main, 2nd Stage, BTM, Bangalore",Gorbandh,Yes,No,4.1,83,080 49652562,BTM,Quick Bites,"Aloo Paratha, Samosa, Kachori, Poha, Chaat","Fast Food, North Indian",400,Delivery
"17/1, SNVR Complex, Opposite Royal School, 24th Main, 18th Cross, JP Nagar, Bangalore",Grills & Rolls,Yes,No,2.5,321,080 26593949,JP Nagar,Quick Bites,"Shawarma, Chicken Grill, Tandoori Chicken, Butter Chicken, Rolls, Chicken Tikka, Grape Juice","North Indian, Chinese, Fast Food, Rolls, Juices",400,Delivery
"36, 29th Main Road, Mahadeshwara Nagar, Stage 2, BTM, Bangalore",Bathinda Junction,Yes,No,3.9,362,+91 9740701619,BTM,Casual Dining,"Lassi, Shikanji, Dal Makhani, Makke Ki Roti, Butter Chicken, Paneer Punjabi, Chicken Curry",North Indian,600,Delivery
"15, 24th Main Road, 1st Phase, JP Nagar, Bangalore",Stories,Yes,Yes,4.2,2166,080 49653116,JP Nagar,"Pub, Casual Dining","Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Mocktails, Long Island Iced Tea","American, Chinese, Continental, North Indian",1200,NA
"777, 16th Main Road, 2nd Stage, BTM, Bangalore",New Gongura's,Yes,No,3.7,43,"+91 9036264778
+91 9036164778",BTM,Casual Dining,NA,"Andhra, Biryani, North Indian, Chinese",550,Delivery
"123, 5th Cross Road, Arakere Gate, Araka Mico Layout, Arekere, Bannerghatta Road, Bangalore",Sagar Grand,Yes,No,3.8,30,+91 9611886367,Bannerghatta Road,Quick Bites,NA,"South Indian, North Indian, Chinese",300,Delivery
"16, 7th Phase, RBI Layout, Puttenahalli, JP Nagar, Bangalore",Kanti Sweets,Yes,No,4.0,182,"080 22960634
080 41744131",JP Nagar,Sweet Shop,"Rasmalai, Pav Bhaji","Mithai, Street Food",400,Delivery
"67, Phase 3, Sarakhi Industrial Layout, JP Nagar, Bangalore",UBQ By Barbeque Nation,Yes,No,3.4,9,+91 7090757107,JP Nagar,Delivery,NA,"North Indian, BBQ, Biryani, Kebab",450,Delivery
"54, 5th Cross, Thayappa Garden, Devarachikkanahalli Main Road, Bilekahalli, Bannerghatta Road, Bangalore",Agarwal Food Service,Yes,No,3.8,265,"+91 8884448931
+91 8884448932",Bannerghatta Road,Delivery,NA,"North Indian, Chinese, Biryani",400,Delivery
"NS Palya, Stage 2, BTM Layout, Bangalore",Daniyal's,Yes,No,3.1,41,+91 8197567419,BTM,Quick Bites,NA,"North Indian, Biryani, Mughlai, Kebab",800,Delivery
"7, DSR Galleria, Opp Kalyani Motors, Bilekahalli Gate, Bannerghatta Road, Bangalore",Seasons,Yes,Yes,3.8,500,"+91 7411898898
+91 7411798798",Bannerghatta Road,Casual Dining,"Biryani, Sea Food, Egg Masala, Barbeque Chicken, Fish Grill, Appam, Raita","North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",1000,Delivery
"Shop 1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main, Puttanhalli, JP Nagar, Bangalore",Chef Delicacies,Yes,No,3.1,7,+91 8043334321,JP Nagar,"Takeaway, Delivery",NA,"Kebab, Rolls, Charcoal Chicken",400,Delivery
"3, Arakere Gate, Bannerghatta Road, Bangalore",Chung Wah,Yes,No,4.0,532,"080 41215557
080 41215333",Bannerghatta Road,Casual Dining,"Chicken Chowmein, Chicken Manchow Soup, Clear Soup, Momos, Fried Noodles, Chop Suey, Spring Roll","Chinese, Thai, Momos, Vietnamese",800,Delivery
"1, 7th Main Road, NS Palya, Stage 2, BTM, Bangalore",Indiana Burgers,Yes,No,3.4,23,+91 8197170008,BTM,Delivery,NA,Burger,300,Delivery
"67, Vaishnavi Residency, Next to Yelchanahalli Metro Station, Kanakapura Road, Bangalore",Moksha,Yes,No,3.6,42,+91 9900243243,Kanakapura Road,"Casual Dining, Bar",NA,"Chinese, North Indian, Andhra, South Indian",1500,Delivery
"21, Ground Floor, B.H.C.S.L Layout, Stage 2, Bannerghatta Road, Bangalore",Marwa Restaurant,Yes,Yes,3.5,551,080 49653014,Bannerghatta Road,Casual Dining,"Kalmi Kabab, Gulab Jamun, Chicken Grill, Shawarma Roll, Vegetarian, Barbeque Chicken, Dal Fry","North Indian, Chinese, Fast Food, BBQ",600,Delivery
"11, Opposite Sobha Tulip Apartments, 5th Phase, JP Nagar, Bangalore",Chaatimes,Yes,No,3.9,100,+91 8884262266,JP Nagar,Quick Bites,NA,"Street Food, Fast Food",200,Delivery
"1035, 5th Cross, 13th Main, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Shanghai Court,Yes,No,4.2,421,080 42086199,Bannerghatta Road,Casual Dining,"Chicken Manchow Soup, Hunan Chicken, Pad Thai, Singapore Noodles, Dragon Rolls, Momos, Thai Red Curry","Chinese, Thai",700,Delivery
"1, Nayak Layout Gate, B.K. Circle, 8th Phase, JP Nagar, Bangalore",Akshaya Donne Biriyani,Yes,No,3.1,38,"+91 9620946562
+91 8861768017",JP Nagar,Quick Bites,NA,"Biryani, South Indian, Kebab",300,Delivery
"42, Opposite RV Dental College, 7th Cross, JP Nagar, Bangalore",Bhojohori Manna,Yes,No,3.7,662,"+91 9916972666
080 26593666",JP Nagar,Casual Dining,"Fish, Kosha Mangsho, Mishti Doi, Aam Panna, Prawn, Nolen Gurer Ice Cream, Luchi","Bengali, Mughlai",650,Delivery
"3rd Floor, 5, 3 Road Cross, DLF Main Road, Bannerghatta Road, Bangalore",Hunger Bee,Yes,No,3.8,54,"+91 7337613999
+91 7338032999",Bannerghatta Road,Quick Bites,"Chicken Curry, Chicken Biryani, Jeera Rice, Paneer Biryani, Ghee Rice, Roti, Aloo Matar","Biryani, North Indian, South Indian",500,Delivery
"766/A, 16th Main Road, BTM 2nd Stage, Bangalore",Yum In My Tum,Yes,No,4.1,92,+91 9108084789,BTM,Quick Bites,"Momos, Manchow Soup, Pizza Sandwich, Spring Roll, Noodles, Fries, Fried Rice","Chinese, Continental, Fast Food, Healthy Food",300,Delivery
"54, 5th Cross, Bilekahalli, Bannerghatta Road, Bangalore",Maggi N Maggi House,Yes,No,3.4,22,+91 8884448932,Bannerghatta Road,"Takeaway, Delivery",NA,Fast Food,300,Delivery
"Shop 3, Building 58, A Main Road, Marenahalli, 2nd Phase, JP Nagar, Bangalore",B.M.W Bhookh Mitaane Wala,Yes,No,3.5,8,+91 9655233303,JP Nagar,Quick Bites,NA,"North Indian, South Indian, Chinese",500,Delivery
"175-176, Bannerghatta Main Road, Dollars Colony, Behind Vodafone Store, Phase 4, JP Nagar, Bangalore",Biryani Miya,Yes,No,3.7,36,080 49652509,JP Nagar,Delivery,Chicken Biryani,"Biryani, North Indian",600,Delivery
"172/1, 2nd Floor, Vega City Mall, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",Krispy Kreme,Yes,No,3.7,14,+91 8951130541,Bannerghatta Road,Dessert Parlor,NA,"Desserts, Beverages",300,Delivery
"42,24th Main Road, 5th Phase, JP Nagar",Paani Kum Chai,Yes,No,4.0,23,+91 9620341725,JP Nagar,Beverage Shop,NA,"Beverages, Fast Food",200,Delivery
"13, 7th Cross, 2nd Phase, JP Nagar, Bangalore",Chulha Chauki Da Dhaba,Yes,No,4.2,2350,"080 41204283
+91 7349738056",JP Nagar,Casual Dining,"Egg Chilli, Chilli Babycorn, Chicken Curry, Sweet Lassi, Palak Paneer, Chaach, Butter Chicken",North Indian,800,Delivery
"6 Ground Floor, RR Commercial Complex, AkshayNagar, DLF New Town, Bannerghatta Road, Bangalore",Hotel Brundavan,Yes,No,0.0,0,+91 9886699977,Bannerghatta Road,Quick Bites,NA,"South Indian, North Indian, Chinese",250,Delivery
"4, MICO Layout, 2nd Stage, Arekere, Bannerghatta Road, Bangalore",SGS Non Veg - Gundu Pulav,Yes,No,3.9,120,+91 9845511004,Bannerghatta Road,Quick Bites,NA,"Biryani, South Indian",300,Delivery
"96, 100 Feet Ring Road, Vysya Bank Colony, 1st Stage, BTM, Bangalore",Magix's Parattha Roll,Yes,No,3.7,184,080 49652620,BTM,Quick Bites,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill","Fast Food, North Indian, Chinese, Mughlai, Rolls",400,NA
"9/10/9/1, Hulimavu Begur Road, 80 Ft Road, Near DLF Township, Bannerghatta Road, Bangalore",Elegant Dining,Yes,Yes,3.6,225,"+91 9900900063
+91 9916087820",Bannerghatta Road,Casual Dining,"Chicken Tikka, Chicken Biryani, Roti, Naan, Panneer Butter Masala","Biryani, North Indian, Chinese",700,Delivery
"24, Shop 1, Ground Floor, 3rd Cross, 18th Main Road, 2nd Stage, BTM, Bangalore",AlienSip,Yes,No,3.6,11,"+91 9916641504
+91 9886839331",BTM,Beverage Shop,NA,Juices,200,Delivery
"24, 3rd 'B' Cross, 7th Cross, 18th Main, 2nd Stage, BTM, Bangalore",Waffle Head,Yes,No,4.0,35,080 49653258,BTM,"Dessert Parlor, Beverage Shop","Marshmallow, Chocolate Waffles","Desserts, Beverages, Bakery, Ice Cream",300,Delivery
"9/10/9/1, Hulimavu Begur Road, 80Ft Road, Near DLF Township, Yelenhalli, Bannerghatta Road, Bangalore",Samruddhi Biryani,Yes,No,3.0,45,"+91 9900900063
+91 9036312000",Bannerghatta Road,Delivery,NA,"Biryani, North Indian",700,Delivery
"Near Brand Factory, Bannerghatta Road, Bangalore",Ande Ka Funda,Yes,No,3.2,56,+91 9606238412,Bannerghatta Road,Quick Bites,NA,"North Indian, Fast Food, Rolls",250,Delivery
"Shop 1, 1st Floor, BTM Complex, 9th Main Road, Layout 1st Stage, BTM, Bangalore",Basmati Delights,Yes,No,4.0,869,"080 65996599
+91 9141111222",BTM,Delivery,"Tandoori Chicken, Mutton Biryani, Andhra Biryani, Raita, Hyderabadi Dum Biryani, Chicken Boneless Biryani, Vegetable Biryani","Biryani, Chinese, Mughlai, Fast Food, Kebab",500,Delivery
"Doddakamanahalli Main Road, Kalena Agrahara, Bannerghatta Road, Bangalore",Charlee's Chicken,Yes,No,3.2,34,"+91 8105486688
+91 9886579924",Bannerghatta Road,Quick Bites,NA,"Rolls, Chinese, Fast Food",300,Delivery
"#12, 12th Cross BDG Residency, Puttenahalli",Samosa Singh,Yes,No,4.0,153,"+91 7349542202
+91 9148998212",JP Nagar,Quick Bites,"Samosa, Chicken Chettinad, Murgh Makhani","Street Food, Fast Food, Rolls, Desserts",200,Delivery
"Shop 11& 12, First Floor, 3618/1, Dodda Kammanahalli, Main Road, Besides Campus Student Communities Building, Bangalore",Cravings,Yes,No,3.7,139,+91 9986624240,Bannerghatta Road,Quick Bites,"Malai Kofta, Sandwiches, Aloo Paratha, Chole Bhature, Panneer Butter Masala, Kulcha, Poori Chole","North Indian, Chinese, Rolls",400,Delivery
"Kitchens@, No. 19, 35/4, 24th Main, JP Nagar 7th Phase, Puttenahalli, Bangalore",Nagas,Yes,No,3.1,10,080 43334321,JP Nagar,Quick Bites,NA,Andhra,300,Delivery
"Ground Floor 9/1, Basavalingappa Nagar, Billekalli Village, South Taluk, Bannerghatta Road, Bangalore",Thalassery Restaurant,Yes,No,0.0,0,+91 8088112788,Bannerghatta Road,Casual Dining,NA,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",600,Delivery
"6185/ 15/1, SOS, Doddakamanahalli, Bannerghatta Road, Bangalore",Matka,Yes,No,3.7,181,+91 9513366655,Bannerghatta Road,Delivery,Biryani,"Biryani, North Indian",500,Delivery
"950, 16th Main Road, 2nd Stage, BTM, Bangalore",Punjabi Swag,Yes,No,3.9,669,"+91 9902920892
+91 9902820893",BTM,Casual Dining,"Lassi, Murgh Lababdar, Makke Ki Roti, Chaap, Butter Paneer, Butter Chicken, Patiala Paneer",North Indian,500,Delivery
"Royal Meenakshi Mall, Third Floor, Hulimavu, Bannerghatta Road, Bangalore",Taco Bell,Yes,No,3.7,168,"+91 8448797303
+91 8971535487",Bannerghatta Road,Quick Bites,"Tacos, Fries, Nachos, Burrito","Mexican, American, Fast Food",600,Delivery
"1378, East End Circle, Jayanagar, Bangalore",Ambur Star Dum Biryani,Yes,No,3.4,17,"+91 7200110202
+91 9840017416",Jayanagar,Quick Bites,NA,Biryani,100,Delivery
"168, 16th Croos, 7th Mainroad NS Palya, BTM, Bangalore",Ahmed's Little Hut,Yes,No,0.0,0,"+91 6360502791
+91 8618300838",BTM,Quick Bites,NA,Fast Food,250,Delivery
"14, Shanthiniketan Circle, Arakere, Off Bannerghatta Road, Bannerghatta Road, Bangalore",Mother's Rasoi,Yes,No,3.8,170,"+91 9008416337
+91 9741877160",Bannerghatta Road,Quick Bites,"Buttermilk, Dal Makhani, Boondi Raita, Baingan Bharta, Aloo Paratha, Roti, Thali","North Indian, Chinese, Momos",250,Delivery
