,address,name,online_order,book_table,rating,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost,type
6494,"5, Narayana Pillai Street, Off Commercial Street, Commercial Street, Bangalore",RS Shiv Sagar,No,No,4.1/5,530,080 25323767,Commercial Street,Casual Dining,"Brownie, Paneer Manchurian, Chocolate Sizzler, Nachos, Filter Coffee, Panneer Butter Masala, Pizza","Chinese, North Indian, Fast Food, Street Food, Desserts",500,Dine-out
6511,"86, Spencers Building, Church Street, Bangalore",Coconut Grove,No,Yes,3.9/5,680,080 25596149,Church Street,"Casual Dining, Bar","Beer, Pepper Chicken, Prawn Curry, Appam, Fry Prawns, Chicken Chettinad, Idiyappam","South Indian, Chettinad, Kerala, Seafood","1,200",Dine-out
6514,"2nd &3rd Floor, 1 MG Mall, MG Road, Bangalore",Smaaash,No,Yes,4.2/5,538,"+91 9902526032
+91 9113636391",MG Road,"Casual Dining, Pub","Pizza, Nachos, Draught Beer, Pasta, Potli Biryani, Mojito, Long Island Iced Tea","North Indian, Pizza, Chinese","1,500",Dine-out
6517,"25, HKP Broadway Road, Shivajinagar, Bangalore",Hamza,No,No,3.9/5,161,"080 22860575
+91 9538714334",Shivajinagar,Casual Dining,"Ghee Rice, Biryani, Chicken Kebab, Mutton Seekh, Paratha","North Indian, Chinese",500,Dine-out
6519,"High Gates Hotel, 33, Church Street, Bangalore",Roomali,No,Yes,4.0/5,171,"080 40222999
+91 7406195000",Church Street,Casual Dining,"Tandoori Chicken, Rumali Roti, Butter Chicken, Malai Kofta, Chicken Curry, Palak Paneer, Chicken Biryani",North Indian,"1,300",Dine-out
6521,"Radisson Bengaluru City Centre, 2, Gangadhar Chetty Road, Yellappa Chetty Layout, Ulsoor, Bangalore",Slo' Food Co.2,No,No,3.7/5,42,080 49652441,Ulsoor,Casual Dining,NA,"European, North Indian, South Indian, Seafood, Salad, Asian, Grill","2,000",Dine-out
6525,"WelcomeHotel Bengaluru, 46, Richmond Road, Bangalore",My Space - WelcomeHotel Bengaluru,No,No,3.9/5,23,080 25001700,Richmond Road,Bar,NA,Finger Food,"2,000",Dine-out
6526,"30, Near Syndicate Bank, Residency Road, Bangalore",Chin Lung Resto Bar,No,No,3.9/5,378,"+91 8920719748
080 25320136",Residency Road,Bar,"Masala Peanuts, Beer, Chicken Lollipop, Pepper Chicken, Chilli Chicken, French Fries, Egg Bhurji","North Indian, Chinese, Fast Food","1,000",Dine-out
6531,"Conrad Hotels, kensington Road, Ulsoor, Bangalore",Indian Durbar - Conrad Bengaluru,No,Yes,3.9/5,48,"+91 8884400194
+91 8884358678",Ulsoor,Fine Dining,NA,North Indian,"3,000",Dine-out
6537,"Mezzanine Level, The Pride Hotel, 93, Richmond Road, Bangalore",Fuel Resto Bar,No,No,4.2/5,38,"080 43484348
+91 9916548932",Richmond Road,Bar,"Cocktails, Dal Makhani, Paneer Tikka, Butter Chicken, Garlic Naan, Tequila, Fish","Finger Food, Mediterranean, North Indian","2,000",Dine-out
6558,"94-95, Residency Road, Bangalore",Imperial Restaurant,Yes,No,3.9/5,366,"080 25588331
080 65588331",Residency Road,Casual Dining,"Ghee Rice, Biryani, Brain Pepper Fry, Chicken Kebab, Chicken Grill, Grape Juice, Kerala Parotta","North Indian, Chinese, Biryani, Kebab, Juices",800,Dine-out
6563,"Level 5, 1 MG Road Mall, Trinity Circle, MG Road, Bangalore",Fort Kochi,No,Yes,4.1/5,335,"080 22086666
+91 9743488882",MG Road,"Casual Dining, Bar","Sea Food, Appam, Fish, Kerala Parotta, Sangria, Paratha, Cocktails","Kerala, Seafood","1,800",Dine-out
6568,"Prestige RR 55/1 &55/9 2nd Floor Church Street, Bangalore",Chugg,No,Yes,3.9/5,747,"+91 9535812658
+91 8147347573",Church Street,Pub,"Beer, Butter Garlic Prawns, Potato Wedges, Nachos, Pasta, Cocktails, Burgers","Finger Food, Continental, Asian, North Indian","1,500",Dine-out
6571,"10, HKP Road, Shivajinagar, Bangalore",New Hilal Restaurant,No,No,4.0/5,108,080 22867300,Shivajinagar,Casual Dining,"Ghee Rice, Butter Chicken, Hyderabadi Chicken, Methi Murg, Bheja Fry, Chicken Kebab, Tandoori Chicken","North Indian, Chinese",550,Dine-out
6573,"17/21, Vasavi Complex, St. Marks Road, Bangalore",Scottish Pub,No,No,3.9/5,191,080 22215002,St. Marks Road,Bar,"Wine, Beer, Chicken Pakora, Masala Corn, Pakoda, Garlic Chicken, French Fries",Finger Food,600,Dine-out
6574,"Ballal Residency, 74/4, 3 Cross, Residency Road, Bangalore",Palmgrove,No,No,4.0/5,224,080 25597277,Residency Road,Casual Dining,"Masala Dosa, Naan, Pongal, Grape Juice, Kulcha, Chaat, Rava Dosa","North Indian, South Indian, Chinese, Juices",700,Dine-out
6576,"5, Cambridge Cross Road, Cambridge Layout, Ulsoor, Bangalore",Tasting Room - Bengaluru Oota Company,No,No,4.0/5,58,+91 9448302628,Ulsoor,Casual Dining,"Filter Coffee, Curry Crab, Mutton Chops","Mangalorean, South Indian","2,000",NA
6580,"65-66, Hotel Komfort Terraces, MG Road, Bangalore",WYT RestroPub,No,No,2.7/5,402,"+91 9481189650
080 40097000",MG Road,Pub,"Tandoori Chicken, Onion Rings, Masala Peanuts, Draught Beer, Panneer Butter Masala, Cocktails","North Indian, Chinese","1,000",NA
6582,"29, Ground Floor, White House, St. Marks Road, Bangalore",MTR 1924,No,No,4.2/5,697,080 22118083,St. Marks Road,Quick Bites,"Filter Coffee, Rava Idli, Rava Masala Dosa, Vada, Raagi Dosa, Podi Dosa, Badam Halwa",South Indian,300,Dine-out
6594,"76, Arrmstrong Road, Bharathi Nagar, Shivajinagar Area, Shivajinagar, Bangalore",Al Noor,No,No,3.7/5,21,"+91 9741003302
+91 9980889451",Shivajinagar,Quick Bites,NA,"North Indian, Chinese, Arabian, Rolls",350,Dine-out
6595,"495/496, OPH Road, Shivajinagar, Bangalore",Kamat Hotel,No,No,3.6/5,60,"080 25591913
+91 9741573008",Shivajinagar,Casual Dining,"Paper Masala Dosa, Coffee","North Indian, South Indian, Chinese",450,Dine-out
6598,"177-178, Commercial Street, Bangalore",Woody's,No,No,2.5/5,433,"080 25596444
080 25582714",Commercial Street,Casual Dining,"Maddur Vada, Idli, Thali, Tea, Butter Masala Dosa, Filter Coffee, Cheese Dosa","Chinese, South Indian, North Indian",650,Dine-out
6603,"Residency Plaza, 41 & 42, Residency Road, Bangalore",Downtown,No,No,3.7/5,293,080 25581193,Residency Road,Pub,"Beer, Pepper Chicken, Cocktails, Masala Peanuts, French Fries","North Indian, Continental","1,000",Dine-out
6612,"90, K H Road, Double Road, Office, Opposite KSRTC, Shanti Nagar, Bangalore",Strikers Sports Bar and Music,No,Yes,3.8/5,73,"+91 9108903668
+91 9742364993",Shanti Nagar,Bar,Beer,"Continental, North Indian, Chinese","1,200",Dine-out
6616,"#25/5, Lavelle Road, Opposite Smoke House Deli, Lavelle Road, Bangalore",Atomic Lab,No,No,3.5/5,53,080 49653200,Lavelle Road,"Casual Dining, Bar","Cocktails, Pizza","Asian, North Indian, Continental","1,800",Dine-out
6630,"43, Palm Grove Road, Opposite SBI Bank, Austin Town, Richmond Road, Bangalore",Chaithanya Delicacy,No,No,3.7/5,52,080 25309599,Richmond Road,Casual Dining,"Filter Coffee, Tea","North Indian, South Indian, Chinese",550,Dine-out
6632,"Hyatt Centric MG Road Bangalore, 1/1, Swami Vivekananda Road, Beside MG Road, Ulsoor, Bangalore",Liquid Lounge - Hyatt Centric MG Road,No,Yes,4.0/5,98,"080 40187200
+91 7767042422",Ulsoor,Lounge,Cocktails,"Finger Food, Continental, Chinese","2,400",Dine-out
6643,"67, H M Suites & Studios, St. Marks Road, Bangalore",The RoofTop,No,No,3.3/5,4,080 41487000,St. Marks Road,Casual Dining,NA,"North Indian, Asian, Mediterranean","1,000",Dine-out
6645,"103, MG Road, Bangalore",White Plate,No,Yes,4.2/5,258,"+91 8277182209
+91 9880223322",MG Road,"Casual Dining, Bar","Cocktails, Tom Yum Soup, Lobster Bisque, Lobster Risotto, Pulled Pork, Lamb, Asparagus Risotto","Thai, Continental, North Indian","1,500",NA
6648,"52, 1st Floor, Residency Road, Bangalore",No 10 Fort Cochin,No,No,NEW,0,"+91 8022112889
+91 7777876000",Residency Road,Casual Dining,NA,"South Indian, Seafood, Kerala, Biryani",800,Dine-out
6649,"A-8, Devatha Plaza, Opposite Bishop Cottons Boys School, Residency Road, Bangalore",Chai Point,Yes,No,4.0/5,132,+91 8880141000,Residency Road,"Beverage Shop, Quick Bites","Banana Cake, Ginger Tea, Masala Chai, Samosa, Ginger Chai, Poha, Egg Puff","Tea, Beverages, Fast Food",250,Dine-out
6657,"89, 91, Field Marshal Cariappa Road, Ashok Nagar, Brigade Road, Bangalore",Page 3 Multicuisine Restaurant & Bar,No,No,3.5/5,14,+91 9972737555,Residency Road,Bar,NA,"North Indian, Chinese, Finger Food",800,Dine-out
6663,"23, Meenakshi Koil Street, Opposite Shivajinagar Bus Stop, Shivajinagar, Bangalore",MM Bar & Restaurant,No,No,3.4/5,6,+91 9844133286,Shivajinagar,Bar,NA,"South Indian, North Indian",700,Dine-out
6675,"The Chancery Pavillion, Residency Road, Bangalore",The Lounge - The Chancery Pavilion,No,No,3.7/5,34,"080 41414141
080 22276767",Residency Road,Casual Dining,NA,"Chinese, North Indian, South Indian","2,000",Dine-out
6677,"Maya International Hotel, 52/1, Church Street, Bangalore",Alibi - Maya International Hotel,No,No,1.8/5,224,"080 25594366
080 25596349",Church Street,Casual Dining,Dj,"North Indian, Continental, Chinese","1,200",NA
6684,"94/3, Infantry Road, Bangalore",Unicorn Bar & Restaurant,No,No,3.9/5,119,"080 25591670
080 41517774",Infantry Road,"Casual Dining, Bar","Sea Food, Neer Dosa, Crab Masala, Fish, Crab Soup, Masala Prawn, Wine","Seafood, North Indian, Chinese",800,Dine-out
6685,"195, Seppings Road",Murugan Mess,No,No,3.3/5,7,"+91 8553521661
+91 9886129576",Shivajinagar,Mess,NA,South Indian,150,Dine-out
6688,"Melange Astris, 1, Langford Garden, Richmond Road, Bangalore",Lifetree CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â©,No,No,3.4/5,10,+91 7090718702,Richmond Road,Casual Dining,NA,"North Indian, Chinese, Continental",700,Dine-out
6689,"#16, 1st cross road, CSI compound, Near J.C. Road jain college, Opposite Poornima Theatre, Bangalore, Shanti Nagar, Bangalore",The Perfect Stop,No,No,3.6/5,11,NA,Shanti Nagar,Quick Bites,NA,"Italian, Fast Food, Pizza",300,Dine-out
6693,"135, Residency Road, Bangalore",Amnesia - The Poolside Bar,No,No,3.7/5,15,+91 9901063467,Residency Road,"Casual Dining, Bar",NA,"North Indian, Chinese, Continental","2,000",Dine-out
6697,"The Trinitywood Hotel, Swami Vivekananda Road, Next to Lido Mall, Ulsoor, Bangalore",Engine,No,No,3.3/5,16,"+91 8884446940
080 25547777",Ulsoor,"Casual Dining, Bar",NA,"Biryani, South Indian, North Indian, Chinese, Mughlai",950,Dine-out
6700,"Oxford Inn, 17/18, Museum Road, Opposite St. Joseph School, Residency Road, Bangalore",Lotus Royal Cuisine,No,No,3.3/5,13,+91 8045304530,Church Street,Casual Dining,NA,"North Indian, Chinese",750,Dine-out
6702,"16-113, Haridevpur, Shanthala Nagar, Ashok Nagar, Church Street, Bangalore",Green Paprika,No,No,3.3/5,7,+91 9731169616,Church Street,Casual Dining,NA,"North Indian, South Indian, Continental","1,000",Dine-out
6710,"Oakwood Premier Prestige, UB City, Vittal Mallya Road, Lavelle Road, Bangalore",Soul City,No,No,3.8/5,217,"080 22153101
+91 9611068888",Lavelle Road,Casual Dining,"Pasta, Salads, Mousse, Brownie, Chicken Sandwich, Fish Grill, Lunch Buffet","Italian, Chinese, Continental, North Indian, Seafood, Thai","2,000",Dine-out
6716,"The Park Bangalore, 14/7, MG Road, Bangalore, Karnataka",Italia - The Park Bangalore,No,No,3.7/5,82,"+91 9035808038
+91 9049882302",MG Road,Fine Dining,"Pasta, Pizza, Wine, Tiramisu, Spaghetti, Salad, Ravioli",Italian,"2,500",Dine-out
6724,"44, Aga Abudullah Street, Richmond Road, Bangalore",Siddiqu Kabab Center,No,No,4.5/5,174,"+91 9880445576
+91 8088935074",Richmond Road,Quick Bites,"Rolls, Beef Kabab, Seekh Kebab, Seekh Roll","North Indian, Rolls",250,Dine-out
6729,"19, Ground Floor, Church Street, Bangalore",Indian Coffee House,No,No,4.0/5,1217,080 25587088,Church Street,Quick Bites,"Mutton Cutlets, Filter Coffee, Masala Dosa, Omelette, Vada, Scrambled Eggs, Hot Coffee",South Indian,200,Dine-out
6732,"38, 7th Main, 5th Cross, Sampangiram Nagar, SR Nagar",Siddappa Hotel,No,No,4.1/5,274,+91 9844794431,Richmond Road,Quick Bites,"Masala Dosa, Idli, Kali Dosa, Ghee Khali Dosa, Tomato Rice, Set Dosa, Ghee Rice",South Indian,150,Dine-out
6736,"10, Sampangi Tank Road, Richmond Road, Bangalore",Kentacky Chicken Corner,No,No,4.0/5,102,"+91 8861421799
+91 8861446565",Richmond Road,Quick Bites,"Chicken Curry, Biryani, Chilli Chicken, Fry Prawns, Chicken Kebab","Andhra, South Indian",300,Dine-out
6740,"147, Opposite Police Commissioner's Office, Infantry Road, Bangalore",Nisarga Garden,No,No,4.0/5,89,080 22289563,Infantry Road,Quick Bites,"Akki Rottis, Rumali Roti, Masala Dosa, Vada, Raagi Roti, Rava Idli, Coffee","South Indian, Chinese, Street Food, Juices",300,Dine-out
6745,"Opposite BDA Complex, Austin Town, Richmond Road, Bangalore",Amdo's Corner Tibetan Foods,No,No,4.0/5,47,+91 9035357388,Richmond Road,Quick Bites,NA,"Tibetan, Momos",250,Dine-out
6748,"89, Ibrahim Sahib Street, Commercial Street, Bangalore",Sri Saravana Bhavan,No,No,3.9/5,75,"080 25591665
+91 9449671362",Commercial Street,Quick Bites,"Filter Coffee, Idli",South Indian,150,Dine-out
6763,"96 Ibrahim Sahib Street, Commercial Street, Bangalore",Vishnu Sagar,No,No,3.0/5,33,080 41239433,Commercial Street,Quick Bites,"Pav Bhaji, Panipuri, Chaat","South Indian, Chinese, North Indian",400,Dine-out
6764,"KFDC Ltd, Cubbon Park, K.R.Circle, Lavelle Road, Bangalore",Mathsya Darshini,No,No,3.2/5,57,+91 8022355129,Lavelle Road,Quick Bites,"Sea Food, Fish Fry, Fish Curry, Fish Kebab, Buttermilk, Fry Prawns, Ragi Mudde","Seafood, Mangalorean",350,Dine-out
6770,"157, Shivaji Road, Swamy Shivanandapuram, Shivajinagar, Bangalore",Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,No,No,3.6/5,26,NA,Shivajinagar,Quick Bites,NA,Biryani,300,Dine-out
6772,"22-A, MG Road, Bangalore",Hotel Ajantha,No,No,3.9/5,77,080 25584321,MG Road,Quick Bites,"Masala Dosa, Filter Coffee, Vada, Akki Rottis, Rava Dosa",South Indian,200,Dine-out
6774,"14, Devatha Plaza, Opposite Bishop Cotton School, Residency Road, Bangalore",Goli Vada Pav No. 1,No,No,3.5/5,18,"+91 9945237893
+91 9945378977",Residency Road,Quick Bites,NA,Street Food,200,Dine-out
6785,"4/2, Meanee Avenue, Tank Road, Ulsoor, Bangalore",Tayabbs,No,No,3.7/5,70,+91 7829711234,Ulsoor,Quick Bites,"Rolls, Beda Roti, Afghan Chicken, Reshmi Kebab, Chicken Tikka Roll","Rolls, North Indian, Fast Food",500,NA
6793,"17, Opposite Metro Pillar 133, Old Madras Road, Near 1MG Mall, Ulsoor, Bangalore",Five Star Chicken,Yes,No,3.4/5,26,+91 7795382686,Ulsoor,Quick Bites,NA,"Fast Food, Burger",200,Dine-out
6795,"26, Central Street, Central Lodge Circle, Near Bus Stand, Shivajinagar, Bangalore",Hotel Metropole,No,No,2.9/5,18,+91 9945190521,Shivajinagar,Quick Bites,NA,"North Indian, Chinese, South Indian",400,Dine-out
6798,"14, Devatha Plaza, Opposite Bishop Cotton Boy's School, Residency Road, Bangalore",Faasos,Yes,No,3.9/5,252,+91 7700020020,Residency Road,Quick Bites,"Rolls, Veggie Wrap, Chicken Wrap, Paneer Wrap, Chole, Dal Makhani, Jal-jeera","North Indian, Biryani, Fast Food",500,Dine-out
6799,"Shop 44, SB Towers, Church Street, MG Road, Bangalore",Vasudev Adiga's,No,No,3.7/5,58,+91 8494912612,Church Street,Quick Bites,"Masala Dosa, Filter Coffee","South Indian, North Indian, Chinese, Street Food",250,Dine-out
6801,"16, Meenakshi Koil Street, Opposite Shivajinagar Bus Stop",Ram Prasad Veg,No,No,3.6/5,14,080 22865890,Shivajinagar,Quick Bites,NA,South Indian,150,Dine-out
6802,"13, KHP Road, Near Russel Market",North Indian Hotel,No,No,3.5/5,11,+91 9742770048,Shivajinagar,Quick Bites,NA,North Indian,200,Dine-out
6804,"11, Infantry Road, Bangalore",Indira Darshini,Yes,No,3.5/5,21,080 22863591,Infantry Road,Quick Bites,NA,"South Indian, Chinese",200,Dine-out
6809,"25, Langford Road, Opposite St. Joseph's College Gate, Langford Town, Bangalore",Khan Saheb Grills and Rolls,Yes,No,3.4/5,25,"+91 9148555566
+91 9148555577",Langford Town,Quick Bites,NA,"Fast Food, Rolls",350,Dine-out
6812,"21, A.T. Halli, Central Street, Bheemanna Garden, Shanti Nagar, Bangalore",Bettaiah Military Hotel,No,No,3.3/5,4,+91 7676609577,Shanti Nagar,Quick Bites,NA,South Indian,250,Dine-out
6813,"4, Sundar Mudaliar Street, Ulsoor, Bangalore",Maaheshwari Chaat Wala,No,No,3.9/5,27,+91 9739278706,Ulsoor,Quick Bites,NA,Street Food,100,Dine-out
6825,"Number 1 Appyaiah Garden, Jogupalya, Halasuru, Ulsoor, Bangalore",Svi Food And Juice,No,No,NEW,0,+91 9991242702,Ulsoor,Quick Bites,NA,North Indian,250,Dine-out
6831,"83/2, St Johns Road, Ulsoor, Bangalore",Lemon Rice,No,No,3.4/5,12,+91 9742862936,Ulsoor,Quick Bites,NA,South Indian,100,Dine-out
6833,"47/1, Dickenson Road, Ground Floor, Off MG Road, MG Road, Bangalore",Bhaiyaji Food Court,No,No,3.3/5,6,"+91 9535906582
080 25328999",MG Road,Quick Bites,NA,"North Indian, Mithai",300,Dine-out
6858,"156, Veerapillai Street, Commercial Street, Bangalore",K V Canteen,No,No,3.5/5,17,"+91 9739084547
+91 9886079972",Commercial Street,Quick Bites,NA,South Indian,100,Dine-out
6859,"23/24, Lakshmi Complex, Kamaraj Road, Near Commercial Plaza, Commercial Street, Bangalore",Cool Joint,No,No,3.6/5,25,080 22977788,Commercial Street,Quick Bites,NA,"Beverages, Desserts",250,Dine-out
6860,"62/8, 1st Cross Road, Raja Ram Mohanroy Extension, Sudhama Nagar, Shanti Nagar, Bangalore",Vyshali Food Corner,No,No,3.6/5,13,+91 9448949448,Shanti Nagar,Quick Bites,NA,"North Indian, Chinese, South Indian",400,Dine-out
6862,"Opposite RBANMS Grounds, St John's Road, Ulsoor, Bangalore",Sangam Kabab Corner,No,No,3.1/5,4,+91 9886069933,Ulsoor,Quick Bites,NA,"Fast Food, North Indian",300,Dine-out
6863,"22/7, Bowring Hospital Road, Opposite Shivajinagar Bus Stand, Shivajinagar, Bangalore",Hotel Kanchan's Fish & Chicken,No,No,3.3/5,4,+91 9980864763,Shivajinagar,Quick Bites,NA,"South Indian, Chinese",250,Dine-out
6864,"13/2, Opposite B.D.A. Complex, Yerappa Garden, Austin town, Richmond Road. Bangalore, Richmond Road, Bangalore",Kavya Sagar,No,No,2.9/5,10,+91 8892189694,Richmond Road,Quick Bites,NA,"South Indian, North Indian",250,Dine-out
6865,"648, Rajaram Mohan Roy Road",Mr. Anbu'g Ambur Biryani,No,No,3.2/5,4,+91 7204203674,Richmond Road,Quick Bites,NA,Biryani,300,Dine-out
6866,"Near Poornima Theatre, 1st Cross, Lalbagh Road, Shanti Nagar, Bangalore",R S Lunch Home,No,No,3.4/5,11,080 41144374,Shanti Nagar,Quick Bites,NA,South Indian,300,Dine-out
6868,"72, Sangam Road, Opposite RBANMS Ground, Ulsoor, Bangalore",Sona Chicken Kabab,No,No,3.2/5,4,"+91 8050546458
+91 9743972425",Ulsoor,Quick Bites,NA,North Indian,200,Dine-out
6871,"546, Langford Road, Bheemanna Garden, Shanti Nagar, Bengalore",Sri Udupi Grand,No,No,3.2/5,9,NA,Shanti Nagar,Quick Bites,NA,"South Indian, North Indian, Chinese",350,Dine-out
6877,"Near Jhonson Market, Richmond Road, Bangalore",New Select Hotel,No,No,3.4/5,5,+91 9632947907,Richmond Road,Quick Bites,NA,South Indian,200,Dine-out
6878,"382, Jumma Masjid Road, OPH Road, Shivajinagar, Bangalore",Hotel Ashoka,No,No,3.7/5,10,080 25554521,Shivajinagar,Quick Bites,NA,South Indian,200,Dine-out
6879,"Shop 1 ,One Cornwell Street, Bheemanna Garden, Langford Town, Shanti Nagar, Bangalore",Bombay Food Express,No,No,3.7/5,18,"+91 9773537552
+91 9620160484",Shanti Nagar,Quick Bites,NA,"Street Food, Fast Food",250,Dine-out
6880,"93/1, Ibrahim Sahib Street, Commercial Street, Bangalore",Sagar Chats,No,No,3.8/5,38,080 25583054,Commercial Street,Quick Bites,"Pav Bhaji, Chaat, Masala Poori, Panipuri, Dahipuri, Sev Puri, Sandwiches","Chinese, Beverages, Street Food",300,Dine-out
6884,"Opposite State Bank of India, St. Marks Road, Bangalore",Tibbs Frankie,No,No,3.0/5,22,+91 9632203790,St. Marks Road,Quick Bites,NA,"Street Food, Rolls",200,Dine-out
6887,"42, Opposite Shivajinagar Bus Stop",Hotel Vinitha,No,No,3.2/5,5,+91 9845450808,Shivajinagar,Quick Bites,NA,"South Indian, North Indian, Chinese",150,Dine-out
6888,"44, Opposite Shivajinagar Bus Stop, Shivajinagar, Bangalore",Sultan Shah's Restaurant,No,No,3.2/5,9,+91 9663371608,Shivajinagar,Quick Bites,NA,North Indian,200,Dine-out
6891,"4, Madras Bank Road, St. Marks Road, Bangalore",Sattuani,No,No,3.5/5,9,+91 9591877553,St. Marks Road,Quick Bites,NA,"Bihari, North Indian, Fast Food",250,Dine-out
6896,"14, Kalinga Road, Subbaiah Circle, Shiva Temple, Shanti Nagar, Bengaluru",Hotel Gowda's,No,No,NEW,0,+91 9901705824,Shanti Nagar,Quick Bites,NA,"Biryani, North Indian, South Indian",200,Dine-out
6901,"17,1th D Main, Thimmaiah Road, Shivanagar, Shivajinagar, Bangalore",New A1 Chicken Biryani Point,No,No,3.1/5,6,+91 9845062157,Shivajinagar,Quick Bites,NA,Biryani,300,Dine-out
6906,"15/2, Near Bishop Cotton's Boys School, Residency Road, Bangalore",Sweet Chariot Cafe,Yes,No,3.8/5,113,080 41120556,Residency Road,Dessert Parlor,"Chocolate Mousse, Pasta, Chocolate Cake, Lemon Tarts, Veg Burger","Continental, Fast Food, Beverages, Desserts",500,Dine-out
6907,"38, Kamaraj Road, Commercial Street, Bangalore",MDP Coffee House,No,No,3.5/5,13,+91 8884400704,Commercial Street,Quick Bites,NA,South Indian,200,Dine-out
6909,"161, Veerapillai Street, Commercial Street, Bangalore",Bharathi Dosa Camp,No,No,3.2/5,7,+91 9880359641,Commercial Street,Quick Bites,NA,South Indian,100,Dine-out
